API,KG_category,Subject,Object,URL
Biothings Explorer (BTE),biolink:derives_into,biolink:Polypeptide,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:Polypeptide,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Polypeptide,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:Polypeptide,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:Polypeptide,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:coexists_with,biolink:Polypeptide,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:derives_into,biolink:Polypeptide,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Polypeptide,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_input_of,biolink:Polypeptide,biolink:Device,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Polypeptide,biolink:Protein,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Polypeptide,biolink:Cohort,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PathologicalProcess,biolink:GrossAnatomicalStructure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:PathologicalProcess,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PathologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_diagnosed_by,biolink:PathologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:PathologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PathologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:PathologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PathologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:PathologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:PathologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PathologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PathologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:PathologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_exacerbated_by,biolink:PathologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_exacerbated_by,biolink:PathologicalProcess,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:PathologicalProcess,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_exacerbated_by,biolink:PathologicalProcess,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:precedes,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preceded_by,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_manifestation,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_exacerbated_by,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:PathologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PathologicalProcess,biolink:Device,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:PathologicalProcess,biolink:Device,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:precedes,biolink:PathologicalProcess,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PathologicalProcess,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:PathologicalProcess,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_manifestation,biolink:PathologicalProcess,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:exacerbates_condition,biolink:PathologicalProcess,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PathologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PathologicalProcess,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Food,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PathologicalProcess,biolink:Food,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:PathologicalProcess,biolink:Food,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PathologicalProcess,biolink:Activity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:PathologicalProcess,biolink:Activity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:ChemicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:PathologicalProcess,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PathologicalProcess,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PathologicalProcess,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_manifestation,biolink:PathologicalProcess,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PathologicalProcess,biolink:Drug,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PathologicalProcess,biolink:Drug,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PathologicalProcess,biolink:Drug,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:PathologicalProcess,biolink:Drug,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupts,biolink:PathologicalProcess,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PathologicalProcess,biolink:Protein,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupts,biolink:PathologicalProcess,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:DiseaseOrPhenotypicFeature,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:DiseaseOrPhenotypicFeature,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:exacerbates_condition,biolink:DiseaseOrPhenotypicFeature,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_diagnosed_by,biolink:DiseaseOrPhenotypicFeature,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:DiseaseOrPhenotypicFeature,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:exacerbates_condition,biolink:DiseaseOrPhenotypicFeature,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:exacerbates_condition,biolink:DiseaseOrPhenotypicFeature,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:DiseaseOrPhenotypicFeature,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:DiseaseOrPhenotypicFeature,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:DiseaseOrPhenotypicFeature,biolink:Food,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:predisposes_to_condition,biolink:DiseaseOrPhenotypicFeature,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:DiseaseOrPhenotypicFeature,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:Cell,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Cell,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Cell,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Cell,biolink:MolecularActivity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:Cell,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:Cell,biolink:SmallMolecule,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Cell,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Cell,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:Cell,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:Cell,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:Cell,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Cell,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Cell,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Cell,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:Protein,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Cell,biolink:Protein,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:part_of,biolink:Cell,biolink:Cohort,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:Cell,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:Cell,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Cell,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PhysiologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PhysiologicalProcess,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preceded_by,biolink:PhysiologicalProcess,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:occurs_in,biolink:PhysiologicalProcess,biolink:Plant,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PhysiologicalProcess,biolink:Plant,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_exacerbated_by,biolink:PhysiologicalProcess,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:occurs_in,biolink:PhysiologicalProcess,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PhysiologicalProcess,biolink:Bacterium,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preceded_by,biolink:PhysiologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PhysiologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_manifestation,biolink:PhysiologicalProcess,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_manifestation,biolink:PhysiologicalProcess,biolink:OrganismAttribute,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:MolecularActivity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:MolecularActivity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_manifestation,biolink:PhysiologicalProcess,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:Food,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:Behavior,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:PhysiologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PhysiologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_manifestation,biolink:PhysiologicalProcess,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:Protein,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_predisposed_by,biolink:PhysiologicalProcess,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PhysiologicalProcess,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affects,biolink:PhysiologicalProcess,biolink:Fungus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:caused_by,biolink:PhysiologicalProcess,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PhysiologicalProcess,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:PhysiologicalProcess,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:disrupted_by,biolink:PhysiologicalProcess,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preceded_by,biolink:Device,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_input_of,biolink:Device,biolink:Device,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:preventative_for_condition,biolink:Device,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:diagnoses,biolink:Device,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:interacts_with,biolink:Device,biolink:Protein,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Plant,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Plant,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Plant,biolink:GrossAnatomicalStructure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Plant,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Plant,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Plant,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Plant,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Virus,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Virus,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:Virus,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Virus,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Virus,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Virus,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:Virus,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Virus,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Virus,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Virus,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Virus,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Virus,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:Virus,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:condition_prevented_by,biolink:Virus,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_diagnosed_by,biolink:Virus,biolink:Procedure,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:Virus,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Virus,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Virus,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Virus,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:occurs_in,biolink:Virus,biolink:Cohort,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:is_diagnosed_by,biolink:Virus,biolink:Device,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:Virus,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Virus,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Virus,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Bacterium,biolink:Disease,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Bacterium,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Bacterium,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:Bacterium,biolink:Polypeptide,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Bacterium,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Bacterium,biolink:CellularComponent,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Bacterium,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:Bacterium,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produces,biolink:Bacterium,biolink:Gene,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Bacterium,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Bacterium,biolink:Cell,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Bacterium,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Bacterium,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:causes,biolink:Bacterium,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Bacterium,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:location_of,biolink:Bacterium,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Bacterium,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Bacterium,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Bacterium,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Bacterium,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:affected_by,biolink:Bacterium,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:located_in,biolink:Bacterium,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Cohort,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:produced_by,biolink:Cohort,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Cohort,biolink:Behavior,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Cohort,biolink:Virus,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Cohort,biolink:MolecularActivity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:contains_process,biolink:Cohort,biolink:Phenomenon,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:related_to,biolink:Cohort,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:has_part,biolink:Cohort,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
Biothings Explorer (BTE),biolink:coexists_with,biolink:DiagnosticAid,biolink:Polypeptide,https://bte.transltr.io/v1/query
